Line	Tibetan	Sanskrit
780	གལ་ཏེ་ལུས་འདི་ཐམས་ཅད་ལ། །ཕྱོགས་རེ་ཡིས་ནི་གནས་གྱུར་ན། །ཆ་རྣམས་ཆ་ལ་གནས་གྱུར་མོད། །དེ་རང་ཉིད་ནི་གང་ལ་གནས། །	यदि सर्वेषु कायोऽयमेकदेशेन वर्तते। अंशा अंशेषु वर्तन्ते स च कुत्र स्वयं स्थितः॥८१॥
781	གལ་ཏེ་བདག་ཉིད་ཀུན་གྱི་ལུས། །ལག་སོགས་རྣམས་ལ་གནས་ན་ནི། །ལག་སོགས་དེ་དག་ཇི་སྙེད་པ། །དེ་སྙེད་ཀྱི་ནི་ལུས་སུ་འགྱུར། །	सर्वात्मना चेत्सर्वत्र स्थितः कायः करादिषु। कायास्तावन्त एव स्युर्यावन्तस्ते करादयः॥८२॥
782	ཕྱི་དང་ནང་ན་ལུས་མེད་ན། །ཇི་ལྟར་ལག་སོགས་ལ་ལུས་ཡོད། །ལག་སོགས་རྣམས་ལས་གཞན་མེད་ན། །དེ་ནི་ཇི་ལྟར་ཡོད་པ་ཡིན། །	नैवान्तर्न बहिः कायः कथं कायः करादिषु। करादिभ्यः पृथङ् नास्ति कथं नु खलु विद्यते॥८३॥
783	དེས་ན་ལུས་མེད་ལག་སོགས་ལ། །རྨོངས་པ་ཡིས་ནི་ལུས་བློར་འགྱུར། །དབྱིབས་སུ་བཀོད་པའི་ཁྱད་པར་གྱིས། །ཐོ་ཡོར་ལ་ནི་མི་བློ་བཞིན། །	तन्नास्ति कायो मोहात्तु कायबुद्धिः करादिषु। संनिवेशविशेषेण स्थाणौ पुरुषबुद्धिवत्॥८४॥
784	ཇི་སྲིད་རྐྱེན་ཚོགས་དེ་སྲིད་དུ། །ལུས་ནི་སྐྱེས་བུ་ལྟར་སྣང་བ། །དེ་བཞིན་ཇི་སྲིད་ལག་སོགས་ལ། །དེ་ཡོད་དེ་སྲིད་དེར་ལུས་སྣང་། །	यावत्प्रत्ययसामग्री तावत्कायः पुमानिव। एवं करादौ सा यावत्तावत्कायोऽत्र दृश्यते॥८५॥
785	དེ་བཞིན་སོར་མོའི་ཚོགས་ཡིན་ཕྱིར། །ལག་པའང་གང་ཞིག་ཡིན་པར་འགྱུར། །དེ་ཡང་ཚིགས་ཀྱི་ཚོགས་ཡིན་ཕྱིར། །ཚིགས་ཀྱང་རང་གི་ཆ་ཕྱེ་བས། །	एवमङ्गुलिपुञ्जत्वात्पादोऽपि कतरो भवेत्। सोऽपि पर्वसमूहत्वात् पर्वापि स्वांशभेदतः॥८६॥
786	ཆ་ཡང་རྡུལ་དུ་ཕྱེ་བས་ཏེ། །རྡུལ་དེའང་ཕྱོགས་ཆའི་དབྱེ་བ་ཡིས། །ཕྱོགས་དབྱེའང་ཆ་ཤས་དང་བྲལ་ཕྱིར། །མཁའ་བཞིན་དེས་ན་རྡུལ་ཡང་མེད། །	अंशा अप्यणुभेदेन सोऽप्यणुर्दिग्विभागतः। दिग्विभागो निरंशत्वादाकाशं तेन नास्त्यणुः॥८७॥
787	དེ་ལྟར་རྨི་ལམ་ལྟ་བུ་ཡི། །གཟུགས་ལ་དཔྱོད་ལྡན་སུ་ཞིག་ཆགས། །གང་ཚེ་དེ་ལྟར་ལུས་མེད་པ། །དེ་ཚེ་སྐྱེས་གང་བུད་མེད་གང་། །	एवं स्वप्नोपमे रूपे को रज्येत विचारकः। कायश्चैवं यदा नास्ति तदा का स्त्री पुमांश्च कः॥८८॥
788	སྡུག་བསྔལ་དེ་ཉིད་དུ་ཡོད་ན། །ཅི་སྟེ་རབ་དགའ་ལ་མི་གནོད། །བདེ་ན་མྱ་ངན་གདུང་སོགས་ལ། །ཞིམ་སོགས་ཅི་སྟེ་དགའ་མི་བྱེད། །	यद्यस्ति दुःखं तत्त्वेन प्रहृष्टान् किं न बाधते। शोकाद्यार्ताय मृष्टादि सुखं चेत्किं न रोचते॥८९॥
789	སྟོབས་དང་ལྡན་པས་ཟིལ་མནན་ཕྱིར། །གལ་ཏེ་དེ་མྱོང་མ་ཡིན་ན། །གང་ཞིག་ཉམས་མྱོང་བདག་ཉིད་མིན། །དེ་ནི་ཚོར་བ་ཇི་ལྟར་ཡིན། །	बलीयसाभिभूतत्वाद्यदि तन्नानुभूयते। वेदनात्वं कथं तस्य यस्य नानुभवात्मता॥९०॥
790	སྡུག་བསྔལ་ཕྲ་མོ་ཉིད་དུ་ཡོད། །འདི་ཡི་རགས་པ་བསལ་མིན་ནམ། །དེ་ནི་དེ་ལས་གཞན་དགའ་ཙམ། །ཞེ་ན་ཕྲ་ཉིད་དེ་ཡང་དེའི། །	अस्ति सूक्ष्मतया दुःखं स्थौल्यं तस्य हृतं ननु। तुष्टिमात्रापरा चेत्स्यात्तस्मात् साप्यस्य सूक्ष्मता॥९१॥
791	གལ་ཏེ་འགལ་རྐྱེན་སྐྱེས་པས་ན། །སྡུག་བསྔལ་སྐྱེས་པ་མིན་ན་ནི། །ཚོར་བར་རྟོག་པ་མངོན་ཞེན་ཉིད། །ཡིན་ཞེས་བྱ་བར་གྲུབ་མིན་ནམ། །	विरुद्धप्रत्ययोत्पत्तौ दुःखस्यानुदयो यदि। कल्पनाभिनिवेशो हि वेदनेत्यागतं ननु॥९२॥
792	དེ་ཉིད་ཕྱིར་ན་འདི་ཡི་ནི། །གཉེན་པོ་རྣམ་དཔྱོད་འདི་བསྒོམ་སྟེ། །རྣམ་བརྟགས་ཞིང་ལས་བྱུང་བ་ཡི། །བསམ་གཏན་རྣལ་འབྱོར་པ་ཡི་ཟས། །	अत एव विचारोऽयं प्रतिपक्षोऽस्य भाव्यते। विकल्पक्षेत्रसंभूतध्यानाहारा हि योगिनः॥९३॥
793	གལ་ཏེ་དབང་དོན་བར་བཅས་ན། །དེ་དག་གང་དུ་ཕྲད་པར་འགྱུར། །བར་མེད་ན་ཡང་གཅིག་ཉིད་དེ། །གང་ཞིག་གང་དང་ཕྲད་པར་འགྱུར། །	सान्तराविन्द्रियार्थौ चेत्संसर्गः कुत एतयोः। निरन्तरत्वेऽप्येकत्वं कस्य केनास्तु संगतिः॥९४॥
794	རྡུལ་ཕྲན་རྡུལ་ཕྲན་ལ་འཇུག་མེད། །དེ་ནི་སྐབས་མེད་མཉམ་པ་ཡིན། །མ་ཞུགས་པ་ལ་འདྲེས་མེད་ཅིང་། །མ་འདྲེས་པ་ལ་ཕྲད་པ་མེད། །	नाणोरणौ प्रवेशोऽस्ति निराकाशः समश्च सः। अप्रवेशे न मिश्रत्वममिश्रत्वे न संगतिः॥९५॥
